country,date,CO2_emissions_Mt,Electric_power_consumption_per_capita,GDP_per_capita_current_USD,Population_total,Urban_population_percent,CO2_emissions_per_capita,Energy_efficiency
Ecuador,2019,39.53,1510.09044337374,6205.05765246766,17340021.0,63.986,2.2796973544611046,4.109063586022534
Ecuador,2020,39.53,1467.10957699062,5463.64515348598,17546065.0,64.166,2.2529267958371295,3.724087988501292
"Egypt, Arab Rep.",2018,246.26,1557.3593763197,2484.70315630508,105682094.0,42.704,2.330196068976453,1.5954590790578138
"Egypt, Arab Rep.",2019,246.26,1509.6999755228,2962.98892023003,107553158.0,42.73,2.2896584775316406,1.9626342771874026
"Egypt, Arab Rep.",2020,246.26,1431.10115302984,3511.11381026379,109315124.0,42.783,2.252753242085697,2.4534351068268476
El Salvador,2018,6.81,1017.71646612186,4183.54620971358,6219807.0,72.023,1.094889278718777,4.110718799368082
El Salvador,2019,6.81,1057.80514592793,4320.11671534627,6222318.0,72.746,1.0944474390412062,4.084038286235192
El Salvador,2020,6.81,989.466488458978,3997.19279583709,6234673.0,73.444,1.092278616697299,4.03974550170206
Equatorial Guinea,2018,6.67,752.27879848208,8102.47084834031,1616422.0,72.143,4.126397685752854,10.770569188828892
Equatorial Guinea,2019,6.67,751.417364746371,6804.14923073888,1670177.0,72.627,3.9935887034727457,9.055086493822927
Equatorial Guinea,2020,6.67,732.317759492166,5764.05502912947,1716468.0,73.1,3.8858865996919256,7.87097534426397
Eritrea,2018,0.8,96.1550508024405,6765.478718542665,3192760.0,40.08,0.2505669076285095,70.36009717724522
Eritrea,2019,0.8,97.5250247361732,6683.44658120869,3240194.0,40.712,0.2468987968004385,68.5305807333953
Eritrea,2020,0.8,98.746046739998,6185.003364546095,3291271.0,41.347,0.24306719197537974,62.63545294963998
Estonia,2018,16.0,7354.89346637649,23618.1361254581,1321977.0,68.88,12.103085000722404,3.2112138990769044
Estonia,2019,16.0,6987.72626079774,24021.2501413306,1326898.0,69.051,12.058198896976256,3.4376346818411663
Estonia,2020,16.0,7030.34624474059,23933.9939421065,1329522.0,69.229,12.03440033335289,3.404383384390427
Eswatini,2018,1.09,1066.78848758137,3973.46344933667,1168929.0,23.799,0.9324775071882039,3.7246965969283496
Eswatini,2019,1.09,1133.17184716334,3913.12643969301,1179874.0,23.981,0.9238274595422901,3.453250669339084
Eswatini,2020,1.09,1092.45268623468,3454.784217446,1192729.0,24.171,0.9138706277788164,3.1624108402840667
Ethiopia,2018,16.28,91.919211356599,747.968003672674,112664152.0,20.763,0.14450026659766632,8.137232604955072
Ethiopia,2019,16.28,92.3124380650632,828.709080522921,115737383.0,21.225,0.1406632807655587,8.97722016548663
Ethiopia,2020,16.28,93.3839345037291,905.313159254148,118917671.0,21.695,0.1369014366250076,9.694527908523668
Euro area,2018,11.58,6444.77291592378,40096.712205156,243683300.5,76.7633481741657,0.047520695822157906,6.221586505567144
Euro area,2019,11.58,6339.77647590257,39212.5111497975,243683300.5,76.9997231691574,0.047520695822157906,6.185156732077839
Euro area,2020,11.58,6065.99441657241,38234.5335889285,243683300.5,77.2349813593651,0.047520695822157906,6.3030940952518915
Europe & Central Asia,2018,11.58,5515.51561648829,25362.6758114579,243683300.5,72.1787895688215,0.047520695822157906,4.5984233524129206
Europe & Central Asia,2019,11.58,5450.36188466497,24975.4166431436,243683300.5,72.378819157659,0.047520695822157906,4.582340984259034
Europe & Central Asia,2020,11.58,5293.90716634109,24121.4791035767,243683300.5,72.5846286655556,0.047520695822157906,4.5564605395693745
Europe & Central Asia (IDA & IBRD countries),2018,11.58,4421.86666545668,8890.61596620106,243683300.5,66.2842724108461,0.047520695822157906,2.0106024534059213
Europe & Central Asia (IDA & IBRD countries),2019,11.58,4408.94357816558,9034.43209100317,243683300.5,66.4578157383553,0.047520695822157906,2.049114925340484
Europe & Central Asia (IDA & IBRD countries),2020,11.58,4351.62659625964,8456.58174660206,243683300.5,66.6377675914124,0.047520695822157906,1.9433151166671236
Europe & Central Asia (excluding high income),2018,11.58,3072.79150711645,5952.2500299061,243683300.5,63.3013485933657,0.047520695822157906,1.937082296706741
Europe & Central Asia (excluding high income),2019,11.58,3046.84210723359,6020.63670154835,243683300.5,63.5381802571839,0.047520695822157906,1.9760251728353742
Europe & Central Asia (excluding high income),2020,11.58,3051.4911496647,5733.41761868436,243683300.5,63.7631153787727,0.047520695822157906,1.8788904628854493
European Union,2018,11.58,6204.21814008468,36054.3954466385,243683300.5,74.5212870645992,0.047520695822157906,5.811271401580086
European Union,2019,11.58,6111.02958471191,35374.6443827131,243683300.5,74.7405842986022,0.047520695822157906,5.788655396336256
European Union,2020,11.58,5880.54548427256,34698.4032089427,243683300.5,74.9759872159918,0.047520695822157906,5.900541591208351
Faroe Islands,2018,11.58,2271.66939388559,62526.4908515743,50996.0,42.064,227.07663346144795,27.52446769757526
Faroe Islands,2019,11.58,2290.2681069016,63067.0695697911,51793.0,42.225,223.58233738149943,27.53698109830106
Faroe Islands,2020,11.58,2214.70778976196,62240.822409175,52567.0,42.398,220.29029619342933,28.1034015850302
Fiji,2018,1.9,2271.66939388559,6085.41979485376,917180.0,56.248,2.0715671950980177,2.678831616622223
Fiji,2019,1.9,2290.2681069016,5950.82866866702,914899.0,56.75,2.0767319671351703,2.598310936057887
Fiji,2020,1.9,2214.70778976196,4844.42127154524,914963.0,57.247,2.0765867035060435,2.187386206857531
Finland,2018,44.36,12363.38925177532,49654.2497035329,5515525.0,85.382,8.042752049895523,4.016232821950728
Finland,2019,44.36,12363.38925177532,48358.1807773701,5521606.0,85.446,8.033894486495415,3.91140162236873
Finland,2020,44.36,12363.38925177532,48828.6846862799,5529543.0,85.517,8.022362788389565,3.9494578462186936
Fragile and conflict affected situations,2018,11.58,508.248615922401,1828.22724414509,243683300.5,42.927213828579,0.047520695822157906,3.5971120960695786
Fragile and conflict affected situations,2019,11.58,486.656315095254,1898.51220216848,243683300.5,43.2680779543801,0.047520695822157906,3.9011354487342493
Fragile and conflict affected situations,2020,11.58,468.797339186352,1689.91690757517,243683300.5,43.6394229966267,0.047520695822157906,3.6047920205950863
France,2018,309.96,7148.74642241051,41418.1766484844,67158348.0,80.444,4.615360699462113,5.793767774255233
France,2019,309.96,7049.57659279671,40408.2848574751,67382061.0,80.709,4.600037389773519,5.732015863018563
France,2020,309.96,6676.20694393923,39169.8606000707,67601110.0,80.975,4.58513181218474,5.867083050148669
French Polynesia,2018,11.58,2271.66939388559,21925.616043938,279815.0,61.834,41.38448617836785,9.651763633807295
French Polynesia,2019,11.58,2290.2681069016,21582.5892046801,279034.0,61.897,41.50031895754639,9.423608152967823
French Polynesia,2020,11.58,2214.70778976196,19966.4838503859,279209.0,61.975,41.47430777661179,9.015403270212873
Gabon,2018,4.61,1017.0328135467,7624.2775233771,2212318.0,89.37,2.083787231311231,7.49658951198334
Gabon,2019,4.61,1014.68179737585,7441.1786472281,2267706.0,89.741,2.032891388919022,7.333509546019579
Gabon,2020,4.61,1022.15721673565,6605.80346077904,2322539.0,90.092,1.9848967014116878,6.462610010107115
"Gambia, The",2018,0.57,2271.66939388559,696.219806960615,2399632.0,61.27,0.2375364222514119,0.3064793710011481
"Gambia, The",2019,0.57,2290.2681069016,738.186751987483,2456844.0,61.931,0.23200496246403923,0.322314557742387
"Gambia, The",2020,0.57,2214.70778976196,720.335143352133,2515733.0,62.582,0.2265741237245765,0.32525064782002483
Georgia,2018,9.46,3268.97620291589,4804.0546040444,3726549.0,58.632,2.538541690985413,1.4695899590089512
Georgia,2019,9.46,3311.95343427341,4741.2832715876,3720161.0,59.039,2.542900697039725,1.4315670089207526
Georgia,2020,9.46,3150.65667109712,4300.85701291207,3722716.0,59.453,2.5411554359773887,1.365066861256713
Germany,2018,709.54,6815.82136213371,48874.8595028454,82905782.0,77.312,8.558389811702156,7.170795257982672
Germany,2019,709.54,6580.29256436905,47623.8656074829,83092962.0,77.376,8.539110689061728,7.237347753404838
Germany,2020,709.54,6367.10502947955,47379.765194548,83160871.0,77.453,8.53213766844746,7.44133557954216
Ghana,2018,16.11,444.388811977184,2195.32166016377,30637585.0,56.06,0.52582473455398,4.940092101770742
Ghana,2019,16.11,469.785528590296,2186.65822682613,31258945.0,56.707,0.5153724797813873,4.654588304130444
Ghana,2020,16.11,503.546668885278,2195.45481659987,31887809.0,57.349,0.505208746075969,4.359982802507737
Gibraltar,2018,11.58,5996.44230217479,6765.478718542665,34854.0,100.0,332.2430710965743,1.1282487811295976
Gibraltar,2019,11.58,6001.01425593058,6683.44658120869,35494.0,100.0,326.25232433650757,1.1137194974339026
Gibraltar,2020,11.58,5750.14513587482,6185.003364546095,36173.0,100.0,320.1282724684157,1.0756256091621446
Greece,2018,65.29,5059.03260652637,19873.4015238771,10732882.0,79.058,6.083175050280065,3.9283007384138138
Greece,2019,65.29,5118.46106292896,19335.3602002969,10721582.0,79.388,6.089586406185207,3.7775729780061154
Greece,2020,65.29,4851.28940714574,17886.733165236,10698599.0,79.715,6.102668209173931,3.6870060027525082
Greenland,2018,11.58,2271.66939388559,54545.135857765,56023.0,86.816,206.70081930635632,24.01103611492866
Greenland,2019,11.58,2290.2681069016,53309.2035905065,56225.0,87.052,205.95820364606493,23.276403068209387
Greenland,2020,11.58,2214.70778976196,54812.6661771023,56367.0,87.282,205.439352812816,24.749389707521477
Grenada,2018,0.3,2271.66939388559,10083.021279225,115691.0,36.272,2.5931144168517863,4.438595381160829
Grenada,2019,0.3,2290.2681069016,10462.7929159533,115981.0,36.396,2.586630568800062,4.568370351237148
Grenada,2020,0.3,2214.70778976196,8968.55890108484,116341.0,36.537,2.578626623460345,4.049545020135046
Guam,2018,11.58,2271.66939388559,37195.9503070464,162679.0,94.78,71.18312750877494,16.373839612032793
Guam,2019,11.58,2290.2681069016,39274.9431424899,161808.0,94.859,71.56630080094928,17.148622479672564
Guam,2020,11.58,2214.70778976196,36482.9363953675,162158.0,94.938,71.4118329037112,16.47302482251563
Guatemala,2018,18.21,652.451948377285,4352.94651790253,16845685.0,51.054,1.0809889891684428,6.671673720537973
Guatemala,2019,18.21,653.188065835417,4511.99755157656,17103803.0,51.439,1.0646754993611656,6.907654606037219
Guatemala,2020,18.21,679.252131304795,4477.61761796418,17357325.0,51.836,1.0491247931348868,6.591981698111121
Guinea,2018,3.12,2271.66939388559,933.273615633705,12704774.0,36.14,0.24557697759912928,0.410831619312959
Guinea,2019,3.12,2290.2681069016,1031.34146480732,13034346.0,36.5,0.23936759082504025,0.45031473027084823
Guinea,2020,3.12,2214.70778976196,1053.66097696415,13371183.0,36.875,0.2333376186684454,0.4757562066810624
Guinea-Bissau,2018,0.31,2271.66939388559,808.531613218504,1922168.0,43.36,0.16127622559526536,0.3559195785243849
Guinea-Bissau,2019,0.31,2290.2681069016,807.425524872835,1967696.0,43.777,0.15754466137045559,0.3525462902966258
Guinea-Bissau,2020,0.31,2214.70778976196,836.26731423732,2013255.0,44.196,0.1539795008580632,0.3775971340793465
Guyana,2018,2.44,2271.66939388559,6048.38697180418,791556.0,26.606,3.082536169266609,2.662529586428367
Guyana,2019,2.44,2290.2681069016,6405.82443444562,807665.0,26.689,3.021054521367151,2.7969757842507663
Guyana,2020,2.44,2214.70778976196,6775.70939096303,807481.0,26.786,3.0217429264589506,3.0594146199717356
Haiti,2018,3.33,81.2781041166128,1496.38048970156,10962362.0,55.278,0.303766651748957,18.410622466718046
Haiti,2019,3.33,81.4936259827974,1352.17204191532,11105163.0,56.192,0.299860524334492,16.592365667969567
Haiti,2020,3.33,77.7313958708798,1290.32538667383,11243848.0,57.088,0.2961619545194848,16.59979693169539
Heavily indebted poor countries (HIPC),2018,11.58,204.741205729432,977.345900504428,243683300.5,36.0931323349764,0.047520695822157906,4.77356718215288
Heavily indebted poor countries (HIPC),2019,11.58,207.677635172734,984.570661558162,243683300.5,36.5663214736184,0.047520695822157906,4.740860327782788
Heavily indebted poor countries (HIPC),2020,11.58,204.465058665654,968.074022023344,243683300.5,37.0465389661088,0.047520695822157906,4.7346672744038925
High income,2018,11.58,8903.88944585627,41079.7872699609,243683300.5,80.1568320346379,0.047520695822157906,4.613690176609143
High income,2019,11.58,8746.56072857811,41351.4989053257,243683300.5,80.3466412738277,0.047520695822157906,4.727743874253993
High income,2020,11.58,8545.09233450677,40219.1360185556,243683300.5,80.5443858638507,0.047520695822157906,4.7066941402309705
Honduras,2018,9.77,739.359419817905,2464.64241531918,9765210.0,57.096,1.0004905168450038,3.3334834848336565
Honduras,2019,9.77,776.979600916486,2502.32744328073,9943633.0,57.73,0.9825382734861594,3.2205831920543484
Honduras,2020,9.77,676.901549857505,2307.61494319511,10119640.0,58.359,0.9654493638113609,3.409085034124811
"Hong Kong SAR, China",2018,11.58,6298.07047205002,48537.5668888343,7452600.0,100.0,1.553820143305692,7.7067360716647135
"Hong Kong SAR, China",2019,11.58,6338.12384288549,48359.0011950597,7507900.0,100.0,1.542375364615938,7.629860569755579
"Hong Kong SAR, China",2020,11.58,6164.81753776233,46109.2299946609,7481000.0,100.0,1.547921400882235,7.479415199593622
Hungary,2018,46.39,4435.78445330589,16605.0570511887,9706964.0,71.351,4.779043169419398,3.7434319061227894
Hungary,2019,46.39,4495.49161490709,17012.8598553199,9694824.0,71.644,4.785027556972669,3.784427002133673
Hungary,2020,46.39,4494.94484158339,16386.9308821258,9670419.0,71.942,4.79710341402994,3.6456355883453586
IBRD only,2018,11.58,2764.59914454353,6429.48761275569,243683300.5,55.0771234775401,0.047520695822157906,2.325649136311687
IBRD only,2019,11.58,2837.94744231013,6517.95432240943,243683300.5,55.6730186862018,0.047520695822157906,2.2967142467951134
IBRD only,2020,11.58,2834.84690208523,6236.68120499036,243683300.5,56.2572383997407,0.047520695822157906,2.2000063567464054
IDA & IBRD total,2018,11.58,2173.65271399781,5111.82139451166,243683300.5,50.301080152151,0.047520695822157906,2.3517194635521754
IDA & IBRD total,2019,11.58,2223.63251457468,5169.58132257986,243683300.5,50.8211355459862,0.047520695822157906,2.3248361807520426
IDA & IBRD total,2020,11.58,2214.70778976196,4932.64621363093,243683300.5,51.3285959695125,0.047520695822157906,2.227222135774895
IDA blend,2018,11.58,400.198767815839,1869.41970744766,243683300.5,42.568372249278,0.047520695822157906,4.671228044130106
IDA blend,2019,11.58,394.130193680444,1878.13375771486,243683300.5,43.0461551836081,0.047520695822157906,4.765262311361073
IDA blend,2020,11.58,403.8058840787,1735.42504387769,243683300.5,43.526580341856,0.047520695822157906,4.297671510748623
IDA only,2018,11.58,298.408786599301,1160.50418891873,243683300.5,33.7704062246334,0.047520695822157906,3.8889745913448532
IDA only,2019,11.58,307.259357853578,1194.07215693518,243683300.5,34.2901441341824,0.047520695822157906,3.8862027352937627
IDA only,2020,11.58,302.946642507167,1179.86645615956,243683300.5,34.8127799417597,0.047520695822157906,3.8946345349631897
IDA total,2018,11.58,337.171626617049,1409.89867481954,243683300.5,36.8687600281853,0.047520695822157906,4.181546024395662
IDA total,2019,11.58,340.287560760832,1434.20463760134,243683300.5,37.3669945784169,0.047520695822157906,4.2146842934683635
IDA total,2020,11.58,341.23755072186,1374.49201596905,243683300.5,37.8684932787533,0.047520695822157906,4.027962377122404
Iceland,2018,2.2,12363.38925177532,73388.1983951377,352721.0,93.813,6.237224321772732,5.935928805654933
Iceland,2019,2.2,12363.38925177532,68452.23622306,360563.0,93.855,6.101568935248486,5.536688591538975
Iceland,2020,2.2,12363.38925177532,59023.5663465778,366463.0,93.898,6.0033345794800566,4.7740603441812945
India,2018,2434.52,970.834176233242,1966.25455171679,243683300.5,34.03,9.990508151378227,2.025324818441908
India,2019,2434.52,988.272169542114,2041.42863698585,243683300.5,34.472,9.990508151378227,2.06565428016827
India,2020,2434.52,901.428810221876,1907.04251637669,243683300.5,34.926,9.990508151378227,2.115577508452713
Indonesia,2018,583.11,972.032619476883,3860.95353090726,243683300.5,55.325,2.392900944806433,3.972041116259146
Indonesia,2019,583.11,994.537838522229,4106.94856160358,243683300.5,55.985,2.392900944806433,4.129504582456151
Indonesia,2020,583.11,975.620438233498,3853.70288774146,243683300.5,56.641,2.392900944806433,3.950002210612917
"Iran, Islamic Rep.",2018,629.29,3171.00961868621,4631.78709016514,86117998.0,74.898,7.307299456729126,1.4606663640724462
"Iran, Islamic Rep.",2019,629.29,3299.83413984305,3831.27894763337,87051648.0,75.391,7.228926900958842,1.1610519757261488
"Iran, Islamic Rep.",2020,629.29,3445.73798819091,2988.78122414716,87723443.0,75.874,7.173567047522291,0.8673849359383061
Iraq,2018,188.14,1019.45520576063,5646.68932074742,40265624.0,70.473,4.67247198255266,5.538928330386371
Iraq,2019,188.14,1104.84586986202,5671.8568632942,41192171.0,70.678,4.567372766053045,5.13361819780576
Iraq,2020,188.14,1184.44969626588,4295.18945121228,42116605.0,70.893,4.467121697012378,3.62631647823743
Ireland,2018,37.11,5894.62440144205,73388.1983951377,4898022.0,63.17,7.576527831030567,12.450021137425509
Ireland,2019,37.11,5892.74777070268,73388.1983951377,4976456.0,63.405,7.45711405867951,12.45398602668964
Ireland,2020,37.11,5913.7889263092,73388.1983951377,5039747.0,63.653,7.3634648723437905,12.409674966356862
Isle of Man,2018,11.58,2271.66939388559,73388.1983951377,83805.0,52.588,138.1779130123501,32.30584458841981
Isle of Man,2019,11.58,2290.2681069016,73388.1983951377,83957.0,52.735,137.92774872851578,32.04349664302896
Isle of Man,2020,11.58,2214.70778976196,73388.1983951377,84064.0,52.898,137.75218880852682,33.13674098876293
Israel,2018,61.97,6812.82928806232,42362.6652754196,8882800.0,92.418,6.97640383662809,6.218072328577049
Israel,2019,61.97,6986.08349900596,44250.6313628073,9054000.0,92.501,6.84448862381268,6.334111432980103
Israel,2020,61.97,6819.67640069017,44575.5719045492,9215100.0,92.587,6.724832069103971,6.536317749627831
Italy,2018,324.85,5247.31574227309,34904.1081923834,60148658.0,70.438,5.400785500484483,6.651802541857954
Italy,2019,324.85,5260.0173104957,33812.788724868,59729081.0,70.736,5.438724228822473,6.42826567460127
Italy,2020,324.85,4969.24141417202,32091.4866621366,59438851.0,71.039,5.465280612507129,6.458025277382045
Jamaica,2018,8.51,1155.27941060183,5578.10347525832,2820097.0,55.674,3.01762669865611,4.8283587711066955
Jamaica,2019,8.51,1179.12874817897,5607.24299266608,2823271.0,55.985,3.0142341985590475,4.755411994937641
Jamaica,2020,8.51,1094.06059689714,4879.44025773374,2830739.0,56.311,3.006282105132264,4.459936014122341
Japan,2018,1106.15,8057.88929982415,39751.1330982711,126811000.0,91.616,8.72282372980262,4.933194242211618
Japan,2019,1106.15,7852.89774387403,40415.9567649547,126633000.0,91.698,8.735084851500003,5.146629700671042
Japan,2020,1106.15,7687.53613546543,40028.7341726762,126261000.0,91.782,8.76082083937241,5.2069653354875225
Jordan,2018,24.7,1759.55472913906,4145.43989673265,10462306.0,90.979,2.360856201300172,2.355959623240017
Jordan,2019,24.7,1725.46739842077,4170.1144003465,10671891.0,91.203,2.314491405506297,2.4168027771276277
Jordan,2020,24.7,1713.99992710691,4022.0401356135,10865228.0,91.418,2.273307104093904,2.3465812757660793
Kazakhstan,2018,220.45,5152.77064946851,9472.48527327758,18932727.0,57.428,11.643858805971268,1.8383285260822997
Kazakhstan,2019,220.45,5034.26549964328,9457.12614657136,19209555.0,57.54,11.476059700498007,1.8785513293332416
Kazakhstan,2020,220.45,5306.86680508078,8781.50797787648,19482117.0,57.671,11.315505393997993,1.6547443718521608
Kenya,2018,18.4,178.142110438668,1836.45275528993,50207107.0,27.03,0.3664819803299959,10.308919944687625
Kenya,2019,18.4,175.810605144907,1960.40808854893,51202827.0,27.507,0.3593551582610859,11.15068164934145
Kenya,2020,18.4,172.643819770653,1927.66459027849,52217334.0,27.995,0.35237340918247567,11.165558042212442
Kiribati,2018,0.08,2271.66939388559,1912.73809378187,122084.0,54.057,0.6552865240326333,0.8419966826731843
Kiribati,2019,0.08,2290.2681069016,1750.9977188915,123921.0,54.835,0.6455725825324199,0.7645383148003339
Kiribati,2020,0.08,2214.70778976196,1751.7823197053,126099.0,55.594,0.6344221603660616,0.7909767274054624
"Korea, Dem. People's Rep.",2018,18.12,800.543068920168,6765.478718542665,25931147.0,61.899,0.6987735636992841,8.451111478197475
"Korea, Dem. People's Rep.",2019,18.12,771.114669721117,6683.44658120869,26037632.0,62.134,0.695915819072948,8.667253838687623
"Korea, Dem. People's Rep.",2020,18.12,774.898922235088,6185.003364546095,26136312.0,62.381,0.6932883262183279,7.981690498041106
"Korea, Rep.",2018,630.87,11072.8769559588,33447.1562836166,51585058.0,81.459,12.229704190698012,3.020638305351819
"Korea, Rep.",2019,630.87,10613.6364189565,31902.4169048194,51764822.0,81.43,12.187234025454584,3.0057951530956957
"Korea, Rep.",2020,630.87,10716.1516868537,31721.2989141857,51836239.0,81.414,12.17044315271407,2.9601390350885546
Kosovo,2018,11.58,2271.66939388559,4384.18624084947,1797086.0,58.297,6.443765073012644,1.9299402688832783
Kosovo,2019,11.58,2290.2681069016,4415.99716107514,1788891.0,58.515,6.473284286186246,1.9281572964177294
Kosovo,2020,11.58,2214.70778976196,4310.89065548799,1790151.0,58.748,6.468728057018653,1.9464828161151368
Kuwait,2018,89.46,12363.38925177532,32067.9623689512,4323515.0,100.0,20.69149754308705,2.593784092363379
Kuwait,2019,89.46,12363.38925177532,31707.8737464917,4442316.0,100.0,20.1381441572369,2.5646586951825214
Kuwait,2020,89.46,12363.38925177532,25236.0755520534,4400267.0,100.0,20.330584484986932,2.0411939669722545
Kyrgyz Republic,2018,11.0,1855.34659025751,1283.5203037417,6444079.0,36.351,1.706993350019452,0.6917954362174217
Kyrgyz Republic,2019,11.0,1911.92664392688,1421.99927504102,6590211.0,36.591,1.6691423081901322,0.7437520051085198
Kyrgyz Republic,2020,11.0,1889.5143992593,1229.51766602907,6726596.0,36.856,1.635299637439204,0.6507056344799741
Lao PDR,2018,18.79,841.184364015659,2545.1075420815,7128045.0,35.004,2.636066410916317,3.025623930920002
Lao PDR,2019,18.79,935.388295294209,2589.32081035237,7237636.0,35.645,2.5961515610898367,2.7681774760052424
Lao PDR,2020,18.79,867.75625999366,2583.77730696131,7346533.0,36.29,2.557669039259743,2.9775380784693937
Late-demographic dividend,2018,11.58,4361.09560749288,9959.66551035411,243683300.5,62.3774263489863,0.047520695822157906,2.2837530764613883
Late-demographic dividend,2019,11.58,4524.09620439736,10112.2012892771,243683300.5,63.218154758505,0.047520695822157906,2.235187058897681
Late-demographic dividend,2020,11.58,4608.60147467643,9869.54019951006,243683300.5,64.0329696631862,0.047520695822157906,2.141547767525939
Latin America & Caribbean,2018,11.58,2253.18063050071,9032.03848276062,243683300.5,80.6138689467709,0.047520695822157906,4.008572752888209
Latin America & Caribbean,2019,11.58,2226.66951722175,8830.22782156102,243683300.5,80.8488679958605,0.047520695822157906,3.965666100544023
